-30.0000000000	4.6354632940
-29.8828125000	5.2057961765
-29.7656250000	6.7925491803
-29.6484375000	7.1575987249
-29.5312500000	8.3069734216
-29.4140625000	2.3056554145
-29.2968750000	3.4179399420
-29.1796875000	4.6324756383
-29.0625000000	1.9598288276
-28.9453125000	2.3998753865
-28.8281250000	2.2548404204
-28.7109375000	1.9375991939
-28.5937500000	2.9327696958
-28.4765625000	3.9989792233
-28.3593750000	1.8052539629
-28.2421875000	2.6823279427
-28.1250000000	4.2177942359
-28.0078125000	9.2892692787
-27.8906250000	5.0483814175
-27.7734375000	2.0373575706
-27.6562500000	2.0035146010
-27.5390625000	1.8314507171
-27.4218750000	7.3855867660
-27.3046875000	3.9757301159
-27.1875000000	4.3730878406
-27.0703125000	2.8102808988
-26.9531250000	1.3103423105
-26.8359375000	4.6988130072
-26.7187500000	3.4953220222
-26.6015625000	6.0346108491
-26.4843750000	5.8802554599
-26.3671875000	6.3758782147
-26.2500000000	5.9093741319
-26.1328125000	1.6756389500
-26.0156250000	4.7601762870
-25.8984375000	0.1580391932
-25.7812500000	1.4989745409
-25.6640625000	5.4089183081
-25.5468750000	1.3267151780
-25.4296875000	7.7840345540
-25.3125000000	1.4151852419
-25.1953125000	0.8658565500
-25.0781250000	2.4721960610
-24.9609375000	5.5683817651
-24.8437500000	2.5916070169
-24.7265625000	2.2825412262
-24.6093750000	2.2156693790
-24.4921875000	4.7543449887
-24.3750000000	4.5998317285
-24.2578125000	4.9580084706
-24.1406250000	2.4731372739
-24.0234375000	3.6185712755
-23.9062500000	2.1672420299
-23.7890625000	3.8398429640
-23.6718750000	3.0189898286
-23.5546875000	0.1834367640
-23.4375000000	7.9363234087
-23.3203125000	6.1476983103
-23.2031250000	5.2677181021
-23.0859375000	4.2868634837
-22.9687500000	5.8207501118
-22.8515625000	4.1923594966
-22.7343750000	3.9968729709
-22.6171875000	3.8001469941
-22.5000000000	6.4758381623
-22.3828125000	6.4756782669
-22.2656250000	3.1661252473
-22.1484375000	2.0986684003
-22.0312500000	5.3052532268
-21.9140625000	3.0169104697
-21.7968750000	1.4332481124
-21.6796875000	4.2658022044
-21.5625000000	5.2836632731
-21.4453125000	1.5480457431
-21.3281250000	4.4890634198
-21.2109375000	1.0337716472
-21.0937500000	0.8028005785
-20.9765625000	3.5946500219
-20.8593750000	1.4760503982
-20.7421875000	3.9991098390
-20.6250000000	0.7848772285
-20.5078125000	3.4900704959
-20.3906250000	5.5885916019
-20.2734375000	7.0525943063
-20.1562500000	3.3565840782
-20.0390625000	4.4897717478
-19.9218750000	1.3979955412
-19.8046875000	3.4402310802
-19.6875000000	2.7517873171
-19.5703125000	4.1296824922
-19.4531250000	5.8413229971
-19.3359375000	6.6729994759
-19.2187500000	0.8091691541
-19.1015625000	3.4068193791
-18.9843750000	1.4853379350
-18.8671875000	2.8172240213
-18.7500000000	5.7953130445
-18.6328125000	2.0579532021
-18.5156250000	4.5701435993
-18.3984375000	2.8489591768
-18.2812500000	5.0271388347
-18.1640625000	1.2722744777
-18.0468750000	2.3362618381
-17.9296875000	3.3487924381
-17.8125000000	2.0801237371
-17.6953125000	7.3429409497
-17.5781250000	3.1643349140
-17.4609375000	6.1469276889
-17.3437500000	5.6546121752
-17.2265625000	3.3726551914
-17.1093750000	5.3477284224
-16.9921875000	3.3734334690
-16.8750000000	0.4692297813
-16.7578125000	4.5768901893
-16.6406250000	2.9441160273
-16.5234375000	4.0506332945
-16.4062500000	4.4716158041
-16.2890625000	5.7950376721
-16.1718750000	1.9277602024
-16.0546875000	1.7511106873
-15.9375000000	3.1859664922
-15.8203125000	7.1480014622
-15.7031250000	4.2119088878
-15.5859375000	3.0436043012
-15.4687500000	3.4609834844
-15.3515625000	4.0271116249
-15.2343750000	4.2730534528
-15.1171875000	1.3055009919
-15.0000000000	5.6061456454
-14.8828125000	4.8203966089
-14.7656250000	2.1011853521
-14.6484375000	6.7007772458
-14.5312500000	4.3351818006
-14.4140625000	3.3078199608
-14.2968750000	3.8687560101
-14.1796875000	2.7789143156
-14.0625000000	1.2358666349
-13.9453125000	2.4742016215
-13.8281250000	3.3645283264
-13.7109375000	5.0668053982
-13.5937500000	4.3623774134
-13.4765625000	4.3051277230
-13.3593750000	1.8138967679
-13.2421875000	3.6452487706
-13.1250000000	3.8802940069
-13.0078125000	6.3288392219
-12.8906250000	3.7659514223
-12.7734375000	3.0421394011
-12.6562500000	2.8554631174
-12.5390625000	6.9089161198
-12.4218750000	1.6376071532
-12.3046875000	6.2501460740
-12.1875000000	2.4394021450
-12.0703125000	4.0770081300
-11.9531250000	4.8630249781
-11.8359375000	4.8105977354
-11.7187500000	2.7428740438
-11.6015625000	8.3520832413
-11.4843750000	1.7576870014
-11.3671875000	6.6628482702
-11.2500000000	15.2349650718
-11.1328125000	9.8657459560
-11.0156250000	10.6154640203
-10.8984375000	10.4078821712
-10.7812500000	11.8340718313
-10.6640625000	16.0575211627
-10.5468750000	15.5500698067
-10.4296875000	16.8642050313
-10.3125000000	17.0559742468
-10.1953125000	19.3359014513
-10.0781250000	20.1288898590
-9.9609375000	19.6772074240
-9.8437500000	22.9235193540
-9.7265625000	23.9032708500
-9.6093750000	24.2758941538
-9.4921875000	28.6736057995
-9.3750000000	29.1568893277
-9.2578125000	27.6799882046
-9.1406250000	32.0642311367
-9.0234375000	33.6261814314
-8.9062500000	35.2731227391
-8.7890625000	33.8114209454
-8.6718750000	39.1087445808
-8.5546875000	37.1466012866
-8.4375000000	30.4619064610
-8.3203125000	33.7056509623
-8.2031250000	36.8770428204
-8.0859375000	39.4138798338
-7.9687500000	44.1343927890
-7.8515625000	43.6487626860
-7.7343750000	42.1358776199
-7.6171875000	41.1252664581
-7.5000000000	43.5209997417
-7.3828125000	46.5509305409
-7.2656250000	47.1952032268
-7.1484375000	45.4717149275
-7.0312500000	45.1322008835
-6.9140625000	39.2128524648
-6.7968750000	48.3868129728
-6.6796875000	50.4144367933
-6.5625000000	50.7004923005
-6.4453125000	46.5373807227
-6.3281250000	45.8247134740
-6.2109375000	50.5436624344
-6.0937500000	47.0516283074
-5.9765625000	47.2657629107
-5.8593750000	46.8792793932
-5.7421875000	44.3122447930
-5.6250000000	45.2831757521
-5.5078125000	51.9033963152
-5.3906250000	49.9974660403
-5.2734375000	40.1827803419
-5.1562500000	47.7551581016
-5.0390625000	44.4030709180
-4.9218750000	40.0206656834
-4.8046875000	48.9864275625
-4.6875000000	48.9078506054
-4.5703125000	50.2105098484
-4.4531250000	45.2699699465
-4.3359375000	47.1477616457
-4.2187500000	48.7347804409
-4.1015625000	39.7879389577
-3.9843750000	46.9312840305
-3.8671875000	49.8133370344
-3.7500000000	44.4747347542
-3.6328125000	46.6477029302
-3.5156250000	41.9249513204
-3.3984375000	43.7483391443
-3.2812500000	47.1289949625
-3.1640625000	45.8438582992
-3.0468750000	50.2542887478
-2.9296875000	45.0039118860
-2.8125000000	42.3369689786
-2.6953125000	48.7264815220
-2.5781250000	53.7587042645
-2.4609375000	46.6028047461
-2.3437500000	45.6690285000
-2.2265625000	52.4210898001
-2.1093750000	51.6199043599
-1.9921875000	50.8732321178
-1.8750000000	46.3463179388
-1.7578125000	51.3807015986
-1.6406250000	49.6312500106
-1.5234375000	50.9196924160
-1.4062500000	44.2537294771
-1.2890625000	54.4670173504
-1.1718750000	47.7865036528
-1.0546875000	51.8625841327
-0.9375000000	49.0503877310
-0.8203125000	55.8841420454
-0.7031250000	53.8682522972
-0.5859375000	44.2702795282
-0.4687500000	49.8539889354
-0.3515625000	50.5693721466
-0.2343750000	39.9061723648
-0.1171875000	52.9422637621
0.0000000000	45.5169512368
0.1171875000	42.2880776104
0.2343750000	40.4609758072
0.3515625000	30.3379720602
0.4687500000	33.8244959882
0.5859375000	29.2407483553
0.7031250000	26.0970478517
0.8203125000	16.8239936029
0.9375000000	16.4224935912
1.0546875000	7.6211757331
1.1718750000	5.2916815945
1.2890625000	3.8938911455
1.4062500000	1.2139022464
1.5234375000	4.5861076799
1.6406250000	2.8782008656
1.7578125000	5.5245988256
1.8750000000	4.5056564333
1.9921875000	1.2423783127
2.1093750000	5.5992624086
2.2265625000	5.6604657939
2.3437500000	1.0491505548
2.4609375000	7.7153159772
2.5781250000	4.0784869887
2.6953125000	6.6900366636
2.8125000000	3.1075937148
2.9296875000	7.0621163058
3.0468750000	5.3738613024
3.1640625000	3.6892460727
3.2812500000	1.1987114706
3.3984375000	7.0057378741
3.5156250000	5.7128684265
3.6328125000	1.9516780929
3.7500000000	5.2513864968
3.8671875000	3.3086800516
3.9843750000	4.4996322483
4.1015625000	2.8651774471
4.2187500000	2.4473082839
4.3359375000	7.6370818925
4.4531250000	2.5146094184
4.5703125000	1.6415553975
4.6875000000	2.4957356856
4.8046875000	3.3321001273
4.9218750000	2.9612071362
5.0390625000	2.6208289659
5.1562500000	1.2173986358
5.2734375000	4.9209667772
5.3906250000	4.5859211255
5.5078125000	4.9110439399
5.6250000000	2.0208961847
5.7421875000	4.0333645740
5.8593750000	7.5421017736
5.9765625000	2.9393049968
6.0937500000	7.4385310188
6.2109375000	2.9532293420
6.3281250000	7.6142138405
6.4453125000	7.3718393438
6.5625000000	4.2899619013
6.6796875000	5.3341391735
6.7968750000	6.6329265260
6.9140625000	0.6064179448
7.0312500000	8.1940026856
7.1484375000	4.0692273998
7.2656250000	4.0689428021
7.3828125000	1.0754945390
7.5000000000	3.6125651752
7.6171875000	3.0674017289
7.7343750000	4.0149420907
7.8515625000	5.2034908320
7.9687500000	2.1151852198
8.0859375000	1.3395703575
8.2031250000	5.3808854139
8.3203125000	3.4575341491
8.4375000000	4.3304108228
8.5546875000	3.3794852697
8.6718750000	0.9842616259
8.7890625000	2.3839258023
8.9062500000	1.6234000363
9.0234375000	8.4818106664
9.1406250000	2.7157795704
9.2578125000	3.0579395703
9.3750000000	2.2882295174
9.4921875000	2.1877052279
9.6093750000	0.8681135490
9.7265625000	3.7655387702
9.8437500000	3.2876399404
9.9609375000	4.3163889256
10.0781250000	5.8829421428
10.1953125000	1.8075815039
10.3125000000	4.6461861551
10.4296875000	2.3674425074
10.5468750000	6.2286045384
10.6640625000	3.9646455613
10.7812500000	5.5531208220
10.8984375000	7.8261352434
11.0156250000	1.2137786575
11.1328125000	2.4655949571
11.2500000000	0.7090174969
11.3671875000	5.0453799456
11.4843750000	5.7998901494
11.6015625000	3.8241968964
11.7187500000	0.9179019444
11.8359375000	2.6194735405
11.9531250000	3.5196952799
12.0703125000	5.3993860315
12.1875000000	5.2063430381
12.3046875000	1.1323682864
12.4218750000	0.7674081768
12.5390625000	1.0355381648
12.6562500000	1.6111174282
12.7734375000	4.2067794426
12.8906250000	8.3795458772
13.0078125000	1.4803760124
13.1250000000	2.0754420353
13.2421875000	4.6902057155
13.3593750000	4.0675568855
13.4765625000	5.7824310050
13.5937500000	6.3492225189
13.7109375000	6.6787272788
13.8281250000	1.8092207601
13.9453125000	4.6636562266
14.0625000000	1.6830741574
14.1796875000	3.2324041204
14.2968750000	2.4686507139
14.4140625000	1.2693161511
14.5312500000	4.3144379031
14.6484375000	0.6015127392
14.7656250000	0.8122282814
14.8828125000	2.0033352188
15.0000000000	3.2141290303
15.1171875000	3.1540918957
15.2343750000	6.0431686229
15.3515625000	5.6674122963
15.4687500000	3.9260238297
15.5859375000	3.9080411650
15.7031250000	1.7496942072
15.8203125000	3.2864690452
15.9375000000	4.3252514907
16.0546875000	1.2921516146
16.1718750000	3.3812763051
16.2890625000	2.9347105749
16.4062500000	4.1080171774
16.5234375000	6.2111875831
16.6406250000	2.8623394835
16.7578125000	2.7283774034
16.8750000000	1.5433290136
16.9921875000	3.0843466086
17.1093750000	2.4799077180
17.2265625000	1.8228493455
17.3437500000	4.7967429947
17.4609375000	1.6057258471
17.5781250000	1.6640237265
17.6953125000	9.4421005787
17.8125000000	5.3553453264
17.9296875000	1.0187323936
18.0468750000	3.1087496191
18.1640625000	3.2462160171
18.2812500000	2.8006731420
18.3984375000	6.3614929849
18.5156250000	0.6023772329
18.6328125000	2.4845861459
18.7500000000	2.7521915913
18.8671875000	4.7118920160
18.9843750000	2.8577950841
19.1015625000	2.0603849749
19.2187500000	2.4901447743
19.3359375000	2.1474529101
19.4531250000	2.0036662743
19.5703125000	1.6434842898
19.6875000000	2.3511393144
19.8046875000	3.0971867418
19.9218750000	5.0642343367
20.0390625000	2.1439824617
20.1562500000	2.4364743837
20.2734375000	5.2893954270
20.3906250000	5.5771595788
20.5078125000	5.6885837856
20.6250000000	2.7907752666
20.7421875000	4.7013607811
20.8593750000	5.4255326896
20.9765625000	5.2991200579
21.0937500000	1.9131663976
21.2109375000	4.3908178002
21.3281250000	4.1524614864
21.4453125000	2.6989600810
21.5625000000	0.5418698086
21.6796875000	1.2652932559
21.7968750000	0.6713075057
21.9140625000	4.0213644660
22.0312500000	2.1588549812
22.1484375000	7.0451673464
22.2656250000	1.8261060065
22.3828125000	5.4455918654
22.5000000000	3.9996646712
22.6171875000	3.0171974221
22.7343750000	4.4449401721
22.8515625000	0.3237482972
22.9687500000	2.9803963047
23.0859375000	4.0187126596
23.2031250000	1.7597554755
23.3203125000	2.7591067334
23.4375000000	4.3696643612
23.5546875000	1.4556914581
23.6718750000	4.2670280093
23.7890625000	1.7787112600
23.9062500000	2.0133858235
24.0234375000	4.8311217639
24.1406250000	5.9207495227
24.2578125000	4.4310875208
24.3750000000	4.4798812369
24.4921875000	4.1300720096
24.6093750000	3.5385809304
24.7265625000	2.9056598644
24.8437500000	5.7929474819
24.9609375000	6.0450877491
25.0781250000	2.1401528541
25.1953125000	7.3889972998
25.3125000000	4.7915373195
25.4296875000	1.8337643408
25.5468750000	4.7392518951
25.6640625000	1.1458461719
25.7812500000	1.8876338732
25.8984375000	3.8533681266
26.0156250000	1.4083742268
26.1328125000	2.3222606200
26.2500000000	6.4223153305
26.3671875000	2.9638884476
26.4843750000	3.6141395622
26.6015625000	2.6645747548
26.7187500000	5.5646030541
26.8359375000	4.8982539586
26.9531250000	1.8466063705
27.0703125000	2.3791232981
27.1875000000	3.7646374408
27.3046875000	3.2867786887
27.4218750000	2.4962239747
27.5390625000	2.5378427093
27.6562500000	2.3704814150
27.7734375000	3.9902093391
27.8906250000	9.4985020451
28.0078125000	4.0499284024
28.1250000000	1.3911435366
28.2421875000	7.1116149084
28.3593750000	1.2327334074
28.4765625000	2.6342270501
28.5937500000	3.0483068737
28.7109375000	3.0197440095
28.8281250000	2.9002810618
28.9453125000	0.7137342637
29.0625000000	2.6132134190
29.1796875000	6.0040669028
29.2968750000	7.7242684153
29.4140625000	2.1259293799
29.5312500000	2.6997381285
29.6484375000	0.1855576139
29.7656250000	8.2308168301
29.8828125000	0.0000000000
