mean amp	dev amp		mean phase	dev phase	freq
1.465566E-6	1.495231E-7	-2.282561E-1	3.845265E-1	2.450000E+3
7.856057E-7	6.493414E-8	-7.828037E-1	1.557422E-1	2.451000E+3
6.900334E-7	6.758679E-8	-7.882626E-1	9.292537E-2	2.451000E+3
7.199614E-7	3.365780E-8	-8.540258E-1	6.766583E-2	2.452000E+3
6.810741E-7	2.463617E-8	-9.320041E-1	3.861386E-2	2.453000E+3
6.665893E-7	2.515891E-8	-9.502283E-1	3.460639E-2	2.453000E+3
6.717727E-7	3.100212E-8	-9.384826E-1	4.066599E-2	2.454000E+3
7.158260E-7	2.246518E-8	-7.982828E-1	4.360078E-2	2.454000E+3
6.657584E-7	2.320176E-8	-8.904499E-1	4.400902E-2	2.455000E+3
6.866887E-7	1.931207E-8	-9.632356E-1	4.360238E-2	2.456000E+3
6.389188E-7	2.267527E-8	-9.212749E-1	3.548922E-2	2.456000E+3
7.453780E-7	2.050866E-8	-8.189494E-1	3.776282E-2	2.457000E+3
7.086066E-7	2.106797E-8	-8.837950E-1	4.407202E-2	2.457000E+3
7.096145E-7	2.173462E-8	-8.051902E-1	3.893067E-2	2.458000E+3
7.304577E-7	2.686296E-8	-8.478201E-1	3.588346E-2	2.459000E+3
7.288086E-7	2.273611E-8	-8.579471E-1	3.825175E-2	2.459000E+3
7.118657E-7	2.150330E-8	-8.341823E-1	4.174551E-2	2.460000E+3
7.383151E-7	2.108478E-8	-8.247017E-1	3.906984E-2	2.460000E+3
7.082220E-7	2.590600E-8	-8.401221E-1	4.865828E-2	2.461000E+3
7.445044E-7	2.087309E-8	-8.129816E-1	3.678951E-2	2.462000E+3
7.096145E-7	2.173462E-8	-8.373653E-1	3.741855E-2	2.462000E+3
7.499018E-7	1.753241E-8	-7.839507E-1	4.036725E-2	2.463000E+3
7.935532E-7	6.218264E-9	-7.364286E-1	2.345881E-2	2.463000E+3
7.078126E-7	2.549719E-8	-8.506102E-1	4.613054E-2	2.464000E+3
7.596817E-7	3.113273E-8	-7.400222E-1	4.594554E-2	2.465000E+3
7.417376E-7	2.943327E-8	-7.942442E-1	3.887656E-2	2.465000E+3
7.863735E-7	2.461441E-8	-7.616502E-1	2.599287E-2	2.466000E+3
7.809513E-7	1.675624E-8	-7.310410E-1	2.857555E-2	2.466000E+3
7.498713E-7	2.568446E-8	-7.824624E-1	4.056266E-2	2.467000E+3
7.735349E-7	2.563650E-8	-7.484786E-1	2.914167E-2	2.468000E+3
7.994936E-7	1.704467E-8	-6.996629E-1	2.512900E-2	2.468000E+3
7.912962E-7	1.557347E-8	-7.384050E-1	2.764671E-2	2.469000E+3
7.586710E-7	1.720264E-8	-7.458926E-1	2.735920E-2	2.469000E+3
8.065525E-7	1.654305E-8	-7.317647E-1	2.921129E-2	2.470000E+3
8.198164E-7	9.749991E-9	-6.887076E-1	1.915566E-2	2.471000E+3
8.231083E-7	1.321551E-8	-7.233008E-1	3.284258E-2	2.471000E+3
7.053891E-7	4.440081E-8	-8.127693E-1	6.675673E-2	2.472000E+3
7.092392E-7	7.549393E-8	-4.941663E-1	1.081091E-1	2.472000E+3
2.422599E-6	1.932694E-7	-7.659069E-1	3.375509E-1	2.473000E+3
1.022843E-6	1.215133E-7	-7.551793E-1	9.175805E-2	2.474000E+3
7.919855E-7	3.857510E-8	-6.244912E-1	5.088360E-2	2.474000E+3
8.347361E-7	3.443620E-8	-6.729918E-1	2.803644E-2	2.475000E+3
7.795993E-7	2.571552E-8	-7.351874E-1	5.587311E-2	2.475000E+3
8.106025E-7	1.990487E-8	-6.237460E-1	3.593103E-2	2.476000E+3
8.546130E-7	3.649533E-8	-6.265141E-1	5.225732E-2	2.477000E+3
8.826623E-7	6.120124E-8	-6.564748E-1	8.638607E-2	2.477000E+3
9.129201E-7	6.803767E-8	-6.631698E-1	4.559393E-2	2.478000E+3
7.058571E-7	5.087679E-8	-6.821842E-1	6.568211E-2	2.478000E+3
7.669833E-7	4.513262E-8	-6.274643E-1	5.026220E-2	2.479000E+3
8.360670E-7	1.498701E-8	-6.082103E-1	2.833756E-2	2.480000E+3
8.551345E-7	2.150065E-8	-5.795368E-1	2.774857E-2	2.480000E+3
8.102308E-7	1.874355E-8	-5.765326E-1	2.934817E-2	2.481000E+3
8.444663E-7	1.090158E-8	-5.836571E-1	2.255264E-2	2.481000E+3
8.919153E-7	1.411962E-8	-6.387288E-1	1.446546E-2	2.482000E+3
8.824032E-7	1.390127E-8	-6.040168E-1	1.443665E-2	2.483000E+3
8.703516E-7	1.320674E-8	-6.266865E-1	2.259471E-2	2.483000E+3
8.524966E-7	2.622060E-8	-6.705782E-1	4.496894E-2	2.484000E+3
8.651800E-7	3.079350E-8	-5.219273E-1	4.463029E-2	2.484000E+3
8.762132E-7	1.695705E-8	-5.787717E-1	2.967266E-2	2.485000E+3
9.010792E-7	1.236232E-8	-6.035678E-1	1.642158E-2	2.486000E+3
8.881795E-7	1.148315E-8	-6.115707E-1	1.449591E-2	2.486000E+3
8.824032E-7	1.390127E-8	-6.040168E-1	1.443665E-2	2.487000E+3
9.035732E-7	1.013790E-8	-6.011708E-1	8.871170E-3	2.487000E+3
9.270768E-7	1.230593E-8	-5.958297E-1	1.529454E-2	2.488000E+3
9.087065E-7	1.695991E-8	-5.439021E-1	1.665005E-2	2.489000E+3
9.022155E-7	1.226237E-8	-5.611726E-1	1.974126E-2	2.489000E+3
8.997215E-7	1.414485E-8	-5.635695E-1	2.429559E-2	2.490000E+3
8.949712E-7	1.230205E-8	-5.598362E-1	1.878039E-2	2.490000E+3
9.324776E-7	1.221824E-8	-5.419626E-1	2.074259E-2	2.491000E+3
