0	-15697678.000000000	
1	-15701548.000000000	
2	-15687431.000000000	
3	-15660116.000000000	
4	-15656063.000000000	
5	-15670420.000000000	
6	-15655312.000000000	
7	-15659397.000000000	
8	-15649259.000000000	
9	-15663033.000000000	
10	-15645435.000000000	
11	-15652709.000000000	
12	-15643683.000000000	
13	-15636525.000000000	
14	-15627790.000000000	
15	-15634242.000000000	
16	-15619327.000000000	
17	-15600997.000000000	
18	-15584212.000000000	
19	-15578490.000000000	
20	-15560713.000000000	
21	-15534115.000000000	
22	-15522094.000000000	
23	-15491557.000000000	
24	-15466100.000000000	
25	-15430616.000000000	
26	-15400571.000000000	
27	-15364312.000000000	
28	-15331849.000000000	
29	-15280299.000000000	
30	-15235286.000000000	
31	-15209438.000000000	
32	-15170308.000000000	
33	-15146759.000000000	
34	-15127362.000000000	
35	-15126601.000000000	
36	-15123474.000000000	
37	-15122209.000000000	
38	-15120546.000000000	
39	-15103832.000000000	
40	-15064984.000000000	
41	-14994386.000000000	
42	-14896716.000000000	
43	-14748432.000000000	
44	-14600667.000000000	
45	-14410889.000000000	
46	-14217199.000000000	
47	-14013982.000000000	
48	-13791397.000000000	
49	-13562411.000000000	
50	-13355578.000000000	
51	-13183040.000000000	
52	-13015859.000000000	
53	-12857068.000000000	
54	-12738079.000000000	
55	-12657763.000000000	
56	-12620705.000000000	
57	-12612444.000000000	
58	-12638682.000000000	
59	-12686417.000000000	
60	-12745247.000000000	
61	-12822449.000000000	
62	-12925423.000000000	
63	-13035781.000000000	
64	-13162060.000000000	
65	-13294092.000000000	
66	-13439433.000000000	
67	-13586896.000000000	
68	-13721934.000000000	
69	-13860287.000000000	
70	-13987580.000000000	
71	-14115589.000000000	
72	-14240847.000000000	
73	-14354133.000000000	
74	-14453322.000000000	
75	-14542999.000000000	
76	-14638874.000000000	
77	-14729499.000000000	
78	-14801308.000000000	
79	-14874515.000000000	
80	-14942746.000000000	
81	-15011151.000000000	
82	-15064215.000000000	
83	-15117158.000000000	
84	-15164374.000000000	
85	-15203279.000000000	
86	-15243853.000000000	
87	-15267728.000000000	
88	-15293968.000000000	
89	-15319755.000000000	
90	-15343885.000000000	
91	-15363094.000000000	
92	-15375956.000000000	
93	-15385925.000000000	
94	-15400447.000000000	
95	-15404304.000000000	
96	-15412891.000000000	
97	-15419868.000000000	
98	-15422944.000000000	
99	-15426591.000000000	
100	-15433950.000000000	
101	-15439830.000000000	
102	-15441176.000000000	
103	-15437203.000000000	
104	-15439117.000000000	
105	-15437322.000000000	
106	-15430018.000000000	
107	-15426240.000000000	
108	-15412341.000000000	
109	-15407237.000000000	
110	-15406665.000000000	
111	-15402003.000000000	
112	-15385875.000000000	
113	-15366735.000000000	
114	-15336077.000000000	
115	-15308616.000000000	
116	-15269966.000000000	
117	-15229447.000000000	
118	-15191126.000000000	
119	-15158282.000000000	
120	-15128916.000000000	
121	-15109638.000000000	
122	-15098007.000000000	
123	-15090958.000000000	
124	-15087442.000000000	
125	-15086797.000000000	
126	-15074570.000000000	
127	-15031314.000000000	
128	-14953681.000000000	
129	-14842796.000000000	
130	-14710177.000000000	
131	-14551771.000000000	
132	-14373704.000000000	
133	-14170184.000000000	
134	-13951680.000000000	
135	-13730046.000000000	
136	-13505938.000000000	
137	-13299005.000000000	
138	-13102982.000000000	
139	-12950836.000000000	
140	-12826876.000000000	
141	-12730099.000000000	
142	-12660970.000000000	
143	-12624363.000000000	
144	-12607964.000000000	
145	-12626272.000000000	
146	-12672352.000000000	
147	-12732175.000000000	
148	-12813145.000000000	
149	-12917932.000000000	
150	-13014007.000000000	
151	-13135981.000000000	
152	-13265196.000000000	
153	-13398005.000000000	
154	-13535671.000000000	
155	-13664441.000000000	
156	-13807299.000000000	
157	-13934611.000000000	
