0	-14965057.000000000	
1	-14783298.000000000	
2	-14631838.000000000	
3	-14534967.000000000	
4	-14462315.000000000	
5	-14389647.000000000	
6	-14320918.000000000	
7	-14268745.000000000	
8	-14213632.000000000	
9	-14195412.000000000	
10	-14180243.000000000	
11	-14205698.000000000	
12	-14232161.000000000	
13	-14232701.000000000	
14	-14219906.000000000	
15	-14224513.000000000	
16	-14232216.000000000	
17	-14238796.000000000	
18	-14238684.000000000	
19	-14219248.000000000	
20	-14168643.000000000	
21	-14137699.000000000	
22	-14095548.000000000	
23	-14056240.000000000	
24	-14058692.000000000	
25	-14064571.000000000	
26	-14063869.000000000	
27	-14071095.000000000	
28	-14075448.000000000	
29	-14092671.000000000	
30	-14106686.000000000	
31	-14133705.000000000	
32	-14170623.000000000	
33	-14204414.000000000	
34	-14246972.000000000	
35	-14280049.000000000	
36	-14303026.000000000	
37	-14315845.000000000	
38	-14325302.000000000	
39	-14306869.000000000	
40	-14275207.000000000	
41	-14244610.000000000	
42	-14209342.000000000	
43	-14158757.000000000	
44	-14093165.000000000	
45	-14034155.000000000	
46	-13980713.000000000	
47	-13929834.000000000	
48	-13882738.000000000	
49	-13855681.000000000	
50	-13839553.000000000	
51	-13816895.000000000	
52	-13802055.000000000	
53	-13800193.000000000	
54	-13809464.000000000	
55	-13839081.000000000	
56	-13878639.000000000	
57	-13928957.000000000	
58	-13988485.000000000	
59	-14046329.000000000	
60	-14105285.000000000	
61	-14158478.000000000	
62	-14220011.000000000	
63	-14285611.000000000	
64	-14338170.000000000	
65	-14395721.000000000	
66	-14449219.000000000	
67	-14500423.000000000	
68	-14551330.000000000	
69	-14599848.000000000	
70	-14633647.000000000	
71	-14658921.000000000	
72	-14684384.000000000	
73	-14706265.000000000	
74	-14725990.000000000	
75	-14736860.000000000	
76	-14746696.000000000	
77	-14752565.000000000	
78	-14768953.000000000	
79	-14783475.000000000	
80	-14796279.000000000	
81	-14820866.000000000	
82	-14830408.000000000	
83	-14844498.000000000	
84	-14855571.000000000	
85	-14864657.000000000	
86	-14848911.000000000	
87	-14835967.000000000	
88	-14795710.000000000	
89	-14738356.000000000	
90	-14669321.000000000	
91	-14605459.000000000	
92	-14518728.000000000	
93	-14433218.000000000	
94	-14334134.000000000	
95	-14223297.000000000	
96	-14130947.000000000	
97	-14042243.000000000	
98	-13966006.000000000	
99	-13911615.000000000	
100	-13868477.000000000	
101	-13831561.000000000	
102	-13805955.000000000	
103	-13795333.000000000	
104	-13798720.000000000	
105	-13808055.000000000	
106	-13823029.000000000	
107	-13853245.000000000	
