0	-13943629.000000000	
1	-13959533.000000000	
2	-13929587.000000000	
3	-13948301.000000000	
4	-13971992.000000000	
5	-14018669.000000000	
6	-14063758.000000000	
7	-14114770.000000000	
8	-14174808.000000000	
9	-14243985.000000000	
10	-14314032.000000000	
11	-14382682.000000000	
12	-14444057.000000000	
13	-14512316.000000000	
14	-14560582.000000000	
15	-14599594.000000000	
16	-14649861.000000000	
17	-14697652.000000000	
18	-14744639.000000000	
19	-14780933.000000000	
20	-14817989.000000000	
21	-14865154.000000000	
22	-14909572.000000000	
23	-14949190.000000000	
24	-14974403.000000000	
25	-15000402.000000000	
26	-15026247.000000000	
27	-15053131.000000000	
28	-15074694.000000000	
29	-15096646.000000000	
30	-15114115.000000000	
31	-15127541.000000000	
32	-15129340.000000000	
33	-15128714.000000000	
34	-15127138.000000000	
35	-15126240.000000000	
36	-15128222.000000000	
37	-15136677.000000000	
38	-15132721.000000000	
39	-15135797.000000000	
40	-15127227.000000000	
41	-15113342.000000000	
42	-15104897.000000000	
43	-15090367.000000000	
44	-15074932.000000000	
45	-15064878.000000000	
46	-15056879.000000000	
47	-15046574.000000000	
48	-15042594.000000000	
49	-15033048.000000000	
50	-15027923.000000000	
51	-15017494.000000000	
52	-15017936.000000000	
53	-15018473.000000000	
54	-15013550.000000000	
55	-14999653.000000000	
56	-14973669.000000000	
57	-14931233.000000000	
58	-14883538.000000000	
59	-14833064.000000000	
60	-14764773.000000000	
61	-14691115.000000000	
62	-14623954.000000000	
63	-14549557.000000000	
64	-14468265.000000000	
65	-14389368.000000000	
66	-14329412.000000000	
67	-14267458.000000000	
68	-14195070.000000000	
69	-14119601.000000000	
70	-14050678.000000000	
71	-13991564.000000000	
72	-13943766.000000000	
73	-13911392.000000000	
74	-13884971.000000000	
75	-13872626.000000000	
76	-13887145.000000000	
77	-13905063.000000000	
78	-13916831.000000000	
79	-13946835.000000000	
80	-13985916.000000000	
81	-14032054.000000000	
82	-14073197.000000000	
83	-14127019.000000000	
84	-14184249.000000000	
85	-14241797.000000000	
86	-14300809.000000000	
87	-14353490.000000000	
88	-14404716.000000000	
89	-14466004.000000000	
90	-14525335.000000000	
91	-14583719.000000000	
92	-14632048.000000000	
93	-14683822.000000000	
94	-14749401.000000000	
95	-14795547.000000000	
96	-14845222.000000000	
97	-14886646.000000000	
98	-14921795.000000000	
99	-14945857.000000000	
100	-14972297.000000000	
101	-15008386.000000000	
102	-15029349.000000000	
103	-15047280.000000000	
104	-15058560.000000000	
105	-15069878.000000000	
106	-15074551.000000000	
107	-15084276.000000000	
108	-15095785.000000000	
109	-15106336.000000000	
110	-15108709.000000000	
111	-15110823.000000000	
112	-15108790.000000000	
113	-15106107.000000000	
114	-15109168.000000000	
115	-15117343.000000000	
116	-15113104.000000000	
117	-15120842.000000000	
118	-15114701.000000000	
119	-15099462.000000000	
120	-15071879.000000000	
121	-15037061.000000000	
122	-15012029.000000000	
123	-14981956.000000000	
124	-14955335.000000000	
125	-14925445.000000000	
126	-14903057.000000000	
127	-14888358.000000000	
