0	-15417087.000000000	
1	-15361823.000000000	
2	-15349631.000000000	
3	-15330139.000000000	
4	-15299132.000000000	
5	-15285039.000000000	
6	-15265945.000000000	
7	-15256785.000000000	
8	-15236415.000000000	
9	-15231587.000000000	
10	-15232871.000000000	
11	-15231152.000000000	
12	-15230579.000000000	
13	-15247177.000000000	
14	-15256712.000000000	
15	-15275274.000000000	
16	-15279344.000000000	
17	-15281575.000000000	
18	-15278834.000000000	
19	-15282490.000000000	
20	-15280316.000000000	
21	-15284284.000000000	
22	-15293183.000000000	
23	-15301000.000000000	
24	-15300170.000000000	
25	-15311638.000000000	
26	-15321884.000000000	
27	-15322781.000000000	
28	-15343324.000000000	
29	-15353939.000000000	
30	-15366543.000000000	
31	-15379545.000000000	
32	-15395031.000000000	
33	-15407637.000000000	
34	-15416721.000000000	
35	-15429835.000000000	
36	-15441106.000000000	
37	-15451341.000000000	
38	-15456796.000000000	
39	-15458317.000000000	
40	-15457991.000000000	
41	-15455251.000000000	
42	-15447189.000000000	
43	-15432922.000000000	
44	-15418976.000000000	
45	-15407335.000000000	
46	-15388008.000000000	
47	-15365909.000000000	
48	-15330905.000000000	
49	-15309466.000000000	
50	-15277989.000000000	
51	-15256160.000000000	
52	-15232362.000000000	
53	-15216054.000000000	
54	-15201139.000000000	
55	-15192489.000000000	
56	-15190574.000000000	
57	-15181798.000000000	
58	-15178703.000000000	
59	-15180291.000000000	
60	-15175686.000000000	
61	-15176590.000000000	
62	-15180234.000000000	
63	-15182610.000000000	
64	-15182108.000000000	
65	-15180640.000000000	
66	-15189666.000000000	
67	-15193445.000000000	
68	-15195290.000000000	
69	-15199003.000000000	
70	-15202979.000000000	
71	-15206639.000000000	
72	-15200627.000000000	
73	-15188196.000000000	
74	-15177631.000000000	
75	-15165038.000000000	
76	-15158306.000000000	
77	-15148396.000000000	
78	-15138152.000000000	
79	-15121451.000000000	
80	-15107427.000000000	
81	-15091756.000000000	
82	-15077346.000000000	
83	-15055136.000000000	
84	-15043366.000000000	
85	-15022734.000000000	
86	-15013714.000000000	
87	-15018274.000000000	
88	-15020449.000000000	
89	-15027309.000000000	
90	-15036979.000000000	
91	-15055678.000000000	
92	-15063102.000000000	
93	-15082172.000000000	
94	-15086455.000000000	
95	-15092587.000000000	
96	-15114086.000000000	
97	-15137175.000000000	
98	-15161878.000000000	
99	-15180118.000000000	
100	-15205954.000000000	
101	-15232636.000000000	
